Branch Name,Types,Business Status,City,Province,Region,Address,Latitude,Longitude,Rating,User Ratings Count,Reviews,Place ID,Google Maps Link
BPI Olongapo Rizal Branch ATM & CAM,ATM,OPERATIONAL,Olongapo City,Zambales,Central Luzon,"2443 Rizal Ave, Olongapo City, Zambales, Philippines",14.8430438,120.2884693,3.7,3,There is no Cash Acceptance Machine at this location,ChIJnZtR_GhxljMRZsrIjyKzFh4,https://www.google.com/maps/place/?q=place_id:ChIJnZtR_GhxljMRZsrIjyKzFh4
BPI Olongapo Rotonda Branch,Bank,OPERATIONAL,Olongapo City,Zambales,Central Luzon,"1925 Rizal Avenue Extension, Olongapo City, 2200 Zambales, Philippines",14.8350978,120.2812338,3.2,6,"The service is very slow, it takes 3 hours before your number is called; Worst of the worst. Slow, irresponsible and unhelpful.",ChIJI7bXyB1xljMROrjjdx126m0,https://www.google.com/maps/place/?q=place_id:ChIJI7bXyB1xljMROrjjdx126m0
BPI Olongapo Rotonda Branch ATM & CAM,ATM,OPERATIONAL,Olongapo City,Zambales,Central Luzon,"1925 Rizal Ave, Olongapo City, Zambales, Philippines",14.839815,120.2851045,3,2,No recent reviews,ChIJySWbkahxljMROaMRwH0uKSE,https://www.google.com/maps/place/?q=place_id:ChIJySWbkahxljMROaMRwH0uKSE
BPI SBMA Harbor Point Mall Branch ATM & CAM,ATM,OPERATIONAL,Subic Bay Freeport Zone,Zambales,Central Luzon,"Space 110, GF Subic, Harbor Point Mall, Rizal Hwy, Subic Bay Freeport Zone, Zambales, Philippines",14.8255153,120.2801884,1,4,"Very poor service. Different people give completely opposite answers to same question. Find another bank.; Worst branch of bpi; I went here in 2019 to deposit something on their CAM yet it says its broken. Fast forward in 2023, I tried it again today and it says Hardware error. This means that they never bothered fixing their CAM machine for the last two years and its essentially just a useless machine in there.",ChIJqW7DyhBxljMRJjB9AIXTF7k,https://www.google.com/maps/place/?q=place_id:ChIJqW7DyhBxljMRJjB9AIXTF7k
BPI Olongapo City Branch ATM,ATM,OPERATIONAL,Olongapo City,Zambales,Central Luzon,"BPI Bldg, 1847 Rizal Ave, Olongapo City, Zambales, Philippines",14.839343,120.28443,5,1,No recent reviews,ChIJSabPAEdxljMRwMOm96vzNlc,https://www.google.com/maps/place/?q=place_id:ChIJSabPAEdxljMRwMOm96vzNlc
BPI Subic SBMA Branch ATM,ATM,OPERATIONAL,Subic Bay Freeport Zone,Zambales,Central Luzon,"BPI Bldg., Lot 4 Palm St., Argonaut Highway, SBMA, Olongapo City Subic, Zambales, Philippines",14.8238875,120.3002975,3,1,No recent reviews,ChIJX2XY1KdxljMRprbZXK5D2Hk,https://www.google.com/maps/place/?q=place_id:ChIJX2XY1KdxljMRprbZXK5D2Hk
BPI Subic Harbor Point Supermarket ATM,ATM,OPERATIONAL,Subic Bay Freeport Zone,Zambales,Central Luzon,"Building 3, Subic Harbor Point Mall Supermarket Rizal Highway Subic Freeport Zone Zambales Olongapo Zambales PH, Rizal Hwy, Olongapo City, Zambales, Philippines",14.82475,120.2802,4,2,No reviews found,ChIJE2w-0xBxljMRXMKENimzzHI,https://www.google.com/maps/place/?q=place_id:ChIJE2w-0xBxljMRXMKENimzzHI
BPI,ATM,OPERATIONAL,Olongapo City,Zambales,Central Luzon,"R7GM+J9H, Olongapo City, Zambales, Philippines",14.8265526,120.2834983,3,2,touch screen not so sensitive,ChIJt8lcghpxljMRuDkzGEFaNOc,https://www.google.com/maps/place/?q=place_id:ChIJt8lcghpxljMRuDkzGEFaNOc
BPI Subic Town Branch ATM,ATM,OPERATIONAL,Olongapo City,Zambales,Central Luzon,"Zambales, 02 National Rd, Subic, Zambales, Philippines",14.859668,120.244379,5,1,No recent reviews,ChIJJfstlDZ3ljMRP3Z6O_e5S0k,https://www.google.com/maps/place/?q=place_id:ChIJJfstlDZ3ljMRP3Z6O_e5S0k
Xoom Money Transfer - BPI Olongapo City,Bank,OPERATIONAL,Olongapo City,Zambales,Central Luzon,"1847 Rizal Avenue, West Bajac-Bajac, Olongapo City, 2200, Zambales, 2200, Philippines",14.8353155,120.2806976,5,1,No reviews found,ChIJ81UmA_pwljMROewdgX4MtIM,https://www.google.com/maps/place/?q=place_id:ChIJ81UmA_pwljMROewdgX4MtIM
BPI Pilar Village Branch,Bank,OPERATIONAL,Las Piñas,NCR,NCR,"Pilar Village, 27 AMFIN Rose Ave, Almanza, Las Piñas, 1740 Metro Manila, Philippines",14.4265406,121.0100997,3.2,14,"I have an endorsement letter from the Company and I am not from Las Piñas since I just moved 2 days ago as a tenant to a room to be closer to work. They didn't agree because they said I am from Bacoor even though I have an endorsement from the company..; Their system is extremely slow. I have multiple accounts needing multiple transactions.
I waited for at least an hour for a my number and then they only entertained ONE …; 🚩🚩🚩Worst BPI, not recommend to go here. I've waited for 1 hour for a single question, the other transaction was even earlier. Saw 2 employees who don't accept clients either. …; PEOPLE ARE SO SLOW AMP; Friendly staff.; ATM works 👍👍 …; There deposit machine always have problem please fix it always",ChIJvSbp5unRlzMR--9nPCBJG3c,https://www.google.com/maps/place/?q=place_id:ChIJvSbp5unRlzMR--9nPCBJG3c
BPI Direct Banko Inc.,Bank,OPERATIONAL,Balanga City,Bataan,Central Luzon,"656 Market Rd, Balanga City, Bataan, Philippines",14.6753711,120.5332241,1,1,No recent reviews,ChIJN2_34Mw_ljMRvEyCwXIlBXk,https://www.google.com/maps/place/?q=place_id:ChIJN2_34Mw_ljMRvEyCwXIlBXk
BPI Malolos Poblacion Branch,Bank,OPERATIONAL,Malolos,Bulacan,Central Luzon,"P. Burgos St., Rd, Malolos, 3000 Bulacan, Philippines",14.846929,120.810772,2.2,23,"Quick transactions for credit card related concerns. Also, the guards have very approachable vibes and they assist clients even without asking. Almost no waiting time. …; It's so slow, there's always no teller, how many hours will you have to wait for?; Too slow jusko. Going to the bank is a whole day affair and cannot be combined with other errands; The worst branch, this branch doesn't deserve any star, 1hr had passed and they cannot process a single cash deposit. Service is a big failure.; THE WORST BPI BRANCH EVER!!!! VERY POOR CUSTOMER SERVICE SKILLS! THEY DO NOT CARE ABOUT THEIR CUSTOMERS.; The tellers are okay. But the Customer Service is trash. I literally wasted 2 and a half hours just to get NO ANSWER for my question, they even asked me to create an account EVEN IF I ALREADY HAVE ONE.",ChIJbZW9xC1SljMR1C5Fa7Qc-dE,https://www.google.com/maps/place/?q=place_id:ChIJbZW9xC1SljMR1C5Fa7Qc-dE
BPI Malolos Highway Branch,Bank,OPERATIONAL,Malolos,Bulacan,Central Luzon,"MacArthur Hwy, Malolos, 3000 Bulacan, Philippines",14.8533655,120.8156602,1.7,55,"Super slow. I just picked up the card and it took me almost 3 hours. Super understaffed and then they keep going around and around to assist you but the transaction doesn't finish.; The service is extremely slow!; Lack of cashier teller. Slow transactions!; Worst BPI brach ever from long ques, branch manager and low counter teller are rude they aren’t accommodating and disrespectful to their clients.; very slow
Waiting for 2 hours is pointless, people are working, they are lazy, they are just talking, this should be closed, stop it, you are not working properly.; I recommend this bpi branch, I don't know why they got low ratings coz my transaction with them was quite smooth. For me, process will be quick without any problem as long as you have the necessary requirements needed.; Slow service!!!!!!!!!!; The tellers are so rude! I am a preferred customer, there is no preferred queue system. I approached the teller just to ask (DO NOT INSERT FYI.. ASK) properly and I was accused of intruding in the queue. They don't have a preferred queue, …",ChIJAQBwUsVTljMRpHgmCnly5hU,https://www.google.com/maps/place/?q=place_id:ChIJAQBwUsVTljMRpHgmCnly5hU
BPI Malolos Poblacion Branch ATM,ATM,OPERATIONAL,Malolos,Bulacan,Central Luzon,"Bulacan, P. Burgos St., Rd, Malolos, Bulacan, Philippines",14.8445763,120.8111287,1.3,9,"One of the worst branches. Pang 150 kami, 121 to 123, isang oras. One hour, one customer!!! …; negative star, very very sloooooooooow. something is wrong with this branch. customer service rep does not know what she is doing :(",ChIJQ601a9NTljMRhPIPniQttaI,https://www.google.com/maps/place/?q=place_id:ChIJQ601a9NTljMRhPIPniQttaI
BPI Malolos Highway Branch ATM,ATM,OPERATIONAL,Malolos,Bulacan,Central Luzon,"MacArthur Hwy, Malolos, 3000 Bulacan, Philippines",14.8532989,120.8156732,2,5,"The guard was very rude. Didn't want to let me in. I arrived at the branch at 4:30. They said it was closed. Too early.; All your hotlines are incorrect. When you go to your branch, the queue is very long. There is no order. When someone comes, kumare is inserted.",ChIJtzPrTcVTljMRDw_PVEaqtxE,https://www.google.com/maps/place/?q=place_id:ChIJtzPrTcVTljMRDw_PVEaqtxE
Bank of the Philippine Islands - Guinhawa,Bank,OPERATIONAL,Malolos,Bulacan,Central Luzon,"McArthur Highway, Guinhawa, Malolos City, 3000, Bulacan, MacArthur Hwy, Malolos, 3000 Bulacan, Philippines",14.8533527,120.8156256,2.3,3,No recent reviews,ChIJ2xJ3UsVTljMRE3qaWuQsna0,https://www.google.com/maps/place/?q=place_id:ChIJ2xJ3UsVTljMRE3qaWuQsna0
BPI Direct Banko Malolos Branch,Bank,OPERATIONAL,Malolos,Bulacan,Central Luzon,"#31 Tanjeco St, Malolos, 3000 Bulacan, Philippines",14.8443476,120.8131617,,,No reviews found,ChIJq0y-79JTljMRN5bpdkirhzM,https://www.google.com/maps/place/?q=place_id:ChIJq0y-79JTljMRN5bpdkirhzM
BPI Meycauayan Banga Branch,Bank,OPERATIONAL,Meycauayan,Bulacan,Central Luzon,"P. Soriente Building, Candido, Meycauayan, 3020 Bulacan, Philippines",14.7269549,120.960287,2.9,11,"Very accommodating staff
👍 Good job 👏 …; Very slow customer service. Need to allot half a day just to queue for card replacement and another half a day for card collection. People who are also waiting for customer service are getting impatient and one was even getting feisty. Kindly do something abt your service.; Teller are too slow in assisting the customers! What a waste of time!; Great service; It says open on Saturday, but its closed.  Please update your operating hours so your customer will be aware.",ChIJiz2L7rmzlzMRqvsCyOUDO44,https://www.google.com/maps/place/?q=place_id:ChIJiz2L7rmzlzMRqvsCyOUDO44
BPI DIRECT BANKO MEYCAUAYAN BRANCH,Bank,OPERATIONAL,Meycauayan,Bulacan,Central Luzon,"Meycauayan College Main Building Brgy Calvario, MacArthur Hwy, Meycauayan, 3022 Bulacan, Philippines",14.7332303,120.9615465,4,1,No reviews found,ChIJW4ZRV02zlzMRLgXpQIPuCsE,https://www.google.com/maps/place/?q=place_id:ChIJW4ZRV02zlzMRLgXpQIPuCsE
BPI,Bank,OPERATIONAL,Meycauayan,Bulacan,Central Luzon,"PXQ5+8RR, Requino St, Meycauayan, 3023 Bulacan, Philippines",14.738403,120.9595003,3.3,7,"They are so slow….🥲 …; The bank clerks are pleasant to talk to and are willing to assist you on your queries.; slow service, 1hr waiting in line",ChIJ6Y4AUkuylzMRnjw3dXtJrPk,https://www.google.com/maps/place/?q=place_id:ChIJ6Y4AUkuylzMRnjw3dXtJrPk
BPI Family Savings Meycauayan Branch ATM,ATM,OPERATIONAL,Meycauayan,Bulacan,Central Luzon,"Bulacan, Sampalucan St, Calvario, Meycauayan, Bulacan, Philippines",14.7383876,120.9594797,5,1,No recent reviews,ChIJaTRQUkuylzMRv-D4R1_adwY,https://www.google.com/maps/place/?q=place_id:ChIJaTRQUkuylzMRv-D4R1_adwY
BPI Meycauayan Banga Branch ATM,ATM,OPERATIONAL,Meycauayan,Bulacan,Central Luzon,"Candido P. Soriente Bldg, Meycauayan, 3020 Bulacan, Philippines",14.7269557,120.9602866,2.5,2,No recent reviews,ChIJiz2L7rmzlzMRJMcWPhlIWRU,https://www.google.com/maps/place/?q=place_id:ChIJiz2L7rmzlzMRJMcWPhlIWRU
Bank Of The Philippine Islands,Bank,OPERATIONAL,Meycauayan,Bulacan,Central Luzon,"QX7Q+WJJ, Meycauayan, Bulacan, Philippines",14.7649031,120.9889451,3,3,I closed my acct here. We can’t accept the fact that when we opened the acct the minimum balance to maintain for passbook was like 10k or 15k and just the following year they increased it to 25k. They charged the account 300 per month which …,ChIJUb9c9fexlzMRiA16lD4hRBw,https://www.google.com/maps/place/?q=place_id:ChIJUb9c9fexlzMRiA16lD4hRBw
BPI Meycauayan Camalig Branch ATM & CAM,ATM,OPERATIONAL,Meycauayan,Bulacan,Central Luzon,"Candido P. Soriente Bldg, Bulacan, Meycauayan, Bulacan, Philippines",14.7649031,120.988945,2.3,16,No reviews found,ChIJTZQ98fexlzMRbfdymX728Aw,https://www.google.com/maps/place/?q=place_id:ChIJTZQ98fexlzMRbfdymX728Aw
BPI Ferrera Meycauayan ATM,ATM,OPERATIONAL,Meycauayan,Bulacan,Central Luzon,"Barrio Pantok, Iba, Meycauayan, Bulacan, Meycauayan, Bulacan, Philippines",14.7550584,120.9786565,2,4,No reviews found,ChIJqdQAuRiylzMRgPjDOsXgk1I,https://www.google.com/maps/place/?q=place_id:ChIJqdQAuRiylzMRgPjDOsXgk1I
BPI Meycauayan ATM,ATM,OPERATIONAL,Meycauayan,Bulacan,Central Luzon,"Muralla Industrial Park, Lot 36002, Perez, Bo, Meycauayan, Bulacan, Philippines",14.754281,120.9906916,3,2,Good; This atm doesn’t exist here,ChIJA3FOjHWxlzMR0UPWUWSMDMo,https://www.google.com/maps/place/?q=place_id:ChIJA3FOjHWxlzMR0UPWUWSMDMo
BPI Nestle Meycauayan ATM,ATM,OPERATIONAL,Meycauayan,Bulacan,Central Luzon,"Lucky Text Compound, Bulacan, Malhacan Rd, Meycauayan, Bulacan, Philippines",14.7453557,120.9696261,,,No reviews found,ChIJbcVpOjeylzMRx9An72l1xMw,https://www.google.com/maps/place/?q=place_id:ChIJbcVpOjeylzMRx9An72l1xMw
BPI San Jose Del Monte Branch,Bank,OPERATIONAL,San Jose del Monte,Bulacan,Central Luzon,"F. Halili Ave, SJDM, 3023 Bulacan, Philippines",14.790303,121.072718,1.6,112,"4 hrs just to get a bank certificate??; I was just supposed to sign my loan, but it took me hours to get it done. Super inconvenient. I should've gone to a different branch.; It took 3 hours just to open an account. Your guard there is also very polite, one of whom has his arm covered and is wearing a face mask. Because I'm not that arrogant, I'm fine with being told that I can't open an account just because of …; -___- rotten money; If I could give zero stars, I would!

Imagine, getting there at the earliest convenience to avoid long lines pero …; had to wait for more than 2 hours just to pick my debit card up that I wasn’t able to get when I opened my account because they ran out of cards and I had to wait 5 hrs for my turn when I opened an account.; Long waiting hours just to print my bank statement, been here from 10am and now it’s 1:08pm 🙄, still waiting. …; Poor customer service. Waiting time for a minimal service request takes hours.; I visited BPI SJDM to request a PIN change and had to wait for over two hours. The branch was crowded, and the service was very slow due to limited staff—only two at customer service and two at the counters. There was also no designated …",ChIJB0jzxo6vlzMRemkAGlbPwaI,https://www.google.com/maps/place/?q=place_id:ChIJB0jzxo6vlzMRemkAGlbPwaI
Bank Of The Philippine Islands,Bank,OPERATIONAL,San Jose del Monte,Bulacan,Central Luzon,"Q3RF+43H, Bocaue Rd, SJDM, 3023 Bulacan, Philippines",14.7903273,121.0727516,3.4,44,"Even if you go early, it will take 1hr or more in line before proceeding to the tellers 😫 …; Long queue. It takes almost 30mins to finish 1 customer. Very disappointing.; Long queues and waiting time.; Seriously 4 hours for an inquiry? I am aggrieved by your Vybe Team and your team's miscommunication but will I suffer? Annala; 2 ATMs. Nice; very long

it seems like you've also followed their working shift hours …; Accessable located along national road; Lines are long. Not efficient in handling customers in a timely manner. Few people to work on. Not great of a branch; fast transaction, accomodating staff",ChIJyU7yxo6vlzMREKD-IS6le6M,https://www.google.com/maps/place/?q=place_id:ChIJyU7yxo6vlzMREKD-IS6le6M
BPI San Jose Del Monte Branch ATM,ATM,OPERATIONAL,San Jose del Monte,Bulacan,Central Luzon,"F. Halili Ave, SJDM, Bulacan, Philippines",14.785168,121.096564,1,1,Typical bank transaction issue,ChIJ9f___2ullzMRqxa2ahhTRIs,https://www.google.com/maps/place/?q=place_id:ChIJ9f___2ullzMRqxa2ahhTRIs
BPI Direct Banko,Bank,OPERATIONAL,San Jose del Monte,Bulacan,Central Luzon,"R22M+78J, M. Villarica Rd, SJDM, Bulacan, Philippines",14.8007259,121.0332577,5,2,No reviews found,ChIJHSwOkgKvlzMRwYsMtPeEmyQ,https://www.google.com/maps/place/?q=place_id:ChIJHSwOkgKvlzMRwYsMtPeEmyQ
BPI Starmall San Jose Del Monte ATM,ATM,OPERATIONAL,San Jose del Monte,Bulacan,Central Luzon,"GF Star Mall, Brgy. Kaytian, SJDM, Bulacan, Philippines",14.8133159,121.0715627,4,1,No recent reviews,ChIJoTq6P3uvlzMR3Gglm9u68wE,https://www.google.com/maps/place/?q=place_id:ChIJoTq6P3uvlzMR3Gglm9u68wE
BPI ATM SM City San Jose del Monte,ATM,OPERATIONAL,San Jose del Monte,Bulacan,Central Luzon,"ATM 4 SM City SJ Del Monte, Quirino St, SJDM, Bulacan, Philippines",14.7859472,121.0751077,1,1,"If it's not offline, it's a hardware error. 3 out of 10 that I've only been to work on. Maybe the machine can be replaced. It's not convenient anymore.",ChIJ42HxDKKvlzMR03fqjogUAiE,https://www.google.com/maps/place/?q=place_id:ChIJ42HxDKKvlzMR03fqjogUAiE
BPI Novaliches SM Hypermarket Branch,Bank,OPERATIONAL,San Jose del Monte,Bulacan,Central Luzon,"G/F, SM Hypermarket Novaliches, 402 Quirino Hwy, Novaliches, Quezon City, 1116 Metro Manila, Philippines",14.7989575,121.0690007,1.9,64,"Very slow, only 1 teller in priority and regular, very long line, even very slow; The service is so slow.. the rude person talking to teller number 2! Please listen to how he communicates with me, he shouldn't talk to a client like that.. why is he talking like that because I deposited coins? It was still morning when I …; Slow down jusme kauratu; Very unorganized and they keep people waiting.",ChIJ1TIU_s62lzMR2P8p_SB4Ggs,https://www.google.com/maps/place/?q=place_id:ChIJ1TIU_s62lzMR2P8p_SB4Ggs
BPI Norzagaray Branch,Bank,OPERATIONAL,Norzagaray,Bulacan,Central Luzon,"PIP Shell Gas Station, Crossing, Norzagaray, 3013 Bulacan, Philippines",14.9061567,121.0385864,2.8,12,"Bank Review: Preferred Client in Name Only – Disappointed with Service Standards …; The line is so long. I've been here for almost half an hour, I'm only 199 and my number is 264. There's only one counter catering to all of us...; Very accommodating and friendly staff.; Very long queue as always except for rainy days. Always bring patience. Better get a number first then go back after hours.. I preferred to go at 4pm kasi wala ng pila, until 4:30pm naman sila except holidays😊 …; Negative service. Take alot of time to wait.; Very slow teller and customer services.; I've been back and forth so many times that I have no choice but to go to the nearest branch in my area. Their service is so slow. And I notice that even though you have given your number, there are people who will come and let you in right …",ChIJaWPYJEyolzMR48MIqu468X4,https://www.google.com/maps/place/?q=place_id:ChIJaWPYJEyolzMR48MIqu468X4
BPI Balagtas P. Burgos Branch ATM & CAM,ATM,OPERATIONAL,Balagtas,Bulacan,Central Luzon,"P. Burgos St, Bulacan, MacArthur Hwy, Wawa, Balagtas, Bulacan, Philippines",14.8173979,120.906943,3,8,"Your ATM deposit machine is always broken!!; There are a lot of them there. Only 1 teller is working, the others are just gossiping if they can laugh like they are not in the bank. The process is slow, there is no parking yet.; Slow process with numbering, but the calling and processing of applications is still slow, others are still gossiping; Thank you bpi 🙇🤎 …; Avide fan of paparacheez do yummy great and wonderful pizza classic class pizza I've ever taste in my internal life more power",ChIJ36TuCzCtlzMRAPOkpT_CC_c,https://www.google.com/maps/place/?q=place_id:ChIJ36TuCzCtlzMRAPOkpT_CC_c
Bank Of The Philippine Islands,Bank,OPERATIONAL,Balagtas,Bulacan,Central Luzon,"RW84+VX9, MacArthur Hwy, Wawa, Balagtas, 3016 Bulacan, Philippines",14.8171632,120.9074886,1.7,3,"The BPI Balagtas Branch stands out for its competent and efficient staff, who are always ready to assist with any banking needs. Their customer service is excellent, making transactions smooth and hassle-free. The security guards are …; It's a slow ATM that's just annoying, I checked and it was deducted from my account but no cash came out, it's always like that with your slow ATMs",ChIJnQkyoDqtlzMRWTU7BxRXVGA,https://www.google.com/maps/place/?q=place_id:ChIJnQkyoDqtlzMRWTU7BxRXVGA
BPI Balagtas Town Center ATM,ATM,OPERATIONAL,Balagtas,Bulacan,Central Luzon,"MacArthur Hwy, Balagtas, Bulacan, Philippines",14.81627,120.91184,,,No reviews found,ChIJLZy6azutlzMRXDgr05ZGTMQ,https://www.google.com/maps/place/?q=place_id:ChIJLZy6azutlzMRXDgr05ZGTMQ
BPI,ATM,OPERATIONAL,Balagtas,Bulacan,Central Luzon,"Balagtas Town Center, MacArthur Hwy, Balagtas, 3016 Bulacan, Philippines",14.8198055,120.9046734,,,No reviews found,ChIJ-2jpyy-tlzMR-7aB0WzXGSA,https://www.google.com/maps/place/?q=place_id:ChIJ-2jpyy-tlzMR-7aB0WzXGSA
Bpi Family Savings Bank-Baliwag Branch,Bank,OPERATIONAL,Baliwag,Bulacan,Central Luzon,"WVXM+X9R, Plaza Naning, Poblacion, Baliwag, Bulacan, Philippines",14.9499934,120.8834023,,,Wrong location,ChIJbTTZblpVljMRO9xIqC0LW4g,https://www.google.com/maps/place/?q=place_id:ChIJbTTZblpVljMRO9xIqC0LW4g
Bpi ATM,Bank,OPERATIONAL,Baliwag,Bulacan,Central Luzon,"XV6X+6C7, Ninoy Aquino Avenue, Bagong Nayon, Baliwag, B.S. Aquino Ave, Bagong Nayon, Baliwag, 3006 Bulacan, Philippines",14.9605084,120.8985548,1.4,14,"Worst BPI branch ever. Hope you get closed soon.; Bad services; ATM is offline. It's broken. Those people are made to wait outside, even if you are a senior or even if you have a child with you. If you have a choice of another bank, use that one. Don't stay here.; Take long time processing,; Very poor customer service. Here you will see a bank that is running out of money.; Long lines and teller is not very accommodating if you have no big bank accounts in their branch.; Worst BPI Branch ever, the employees are lazy, they just look for a card and say it hasn't even been delivered to them in 3 days, this branch is different from other BPIs, I didn't expect the service to be this bad at this BPI.",ChIJ-Ww_LgIAlzMRO_7Lt7QWA0k,https://www.google.com/maps/place/?q=place_id:ChIJ-Ww_LgIAlzMRO_7Lt7QWA0k
BPI Bocaue McArthur Highway Branch,Bank,OPERATIONAL,Bocaue,Bulacan,Central Luzon,"MacArthur Hwy, Bocaue, 3018 Bulacan, Philippines",14.802877,120.921628,1.9,10,"My mother opened an account and they did not even taught her how to use the ATM. This was her first time opening an account and had no clue on what she was doing. When my mom asked for help, but they told her that the security guard will …; One bank teller has an attitude. Not good in communication even if its their bank's fault.; Only one teller knows what to do, so all the other ones ask her for help. This made a 10 minute trip into a more than an hour trip. Very, very disappointing.; Today, I waited for more than one hour in a queue just to deposit some money in my account. There was one guy who lied to the security guard. He said, he would just ask about his pincode, the guard let him in without him waiting in a line. …; There are some people here who are annoying to talk to.",ChIJjYMpU2qtlzMRbgftTHso1DI,https://www.google.com/maps/place/?q=place_id:ChIJjYMpU2qtlzMRbgftTHso1DI
BPI,Bank,OPERATIONAL,Santa Maria,Bulacan,Central Luzon,"RXC2+MV6, Bypass Road, Santa Maria, Bulacan, Philippines",14.8216583,120.9521287,2.7,21,No reviews found,ChIJGaRsZ6etlzMRGNN_NvA7yMY,https://www.google.com/maps/place/?q=place_id:ChIJGaRsZ6etlzMRGNN_NvA7yMY
BPI Guiguinto Branch,Bank,OPERATIONAL,Guiguinto,Bulacan,Central Luzon,"Calle Rizal, Guiguinto, 3015 Bulacan, Philippines",14.840549,120.86138,2.9,14,"Processing a deposit takes a long time and the machines are out of order most of the time; Primary contact number does not work. Useless; BPI Guiguinto provides a positive banking experience. The staff is courteous and efficient, addressing banking needs promptly. The branch is clean and well-organized, with a comfortable waiting area. The transaction process is smooth, and …; Get in early to avoid long lines for dep transactions..,👍 …; fast transaction, friendly staff and excellent service.thank you guiguinto branch.; CAM is always not working.; 👍 …",ChIJDS5LqxxTljMRxITthljD5cc,https://www.google.com/maps/place/?q=place_id:ChIJDS5LqxxTljMRxITthljD5cc
BPI Marilao Branch,Bank,OPERATIONAL,Marilao,Bulacan,Central Luzon,"MacArthur Hwy, Marilao, 3019 Bulacan, Philippines",14.7624391,120.94808,2.3,25,"VERY SLOW! NO STRATEGY STAFF!; Very slow service and queue is not being followed not suggested to go this branch; Very slow service and queue is not being followed; Long queues. I dont wanna transact with this branch tbh but its the nearest one. I hope they put up another branch in Marilao. Cash deposit and withdrw machine are broken for a month now, its the only way to transact faster with them and even that nada; Slow as usual; Poor customer service. Prioritizing regular customers. What’s the sense of the number queue? Ridiculous; queues are always long, service is slow",ChIJU30iQWeylzMRntRFiPahmrE,https://www.google.com/maps/place/?q=place_id:ChIJU30iQWeylzMRntRFiPahmrE
BPI Apalit Branch,Bank,OPERATIONAL,Apalit,Pampanga,Central Luzon,"CDD Bldg, MacArthur Hwy, Apalit, 2016 Pampanga, Philippines",14.9508741,120.7586285,2.3,14,"Best slow service BPi in Ph is very slow, one counter is working, but it's solid, it's time consuming here; Worst branch of BPI, they prioritize their stories over their work. Very unprofessional to talk to, clients seem to need to please this disgusting employees when asking for inquiries. Took 3 hours to withdraw cash from a passbook account, …; Unprofessional to talk, anonymous so as not to know who. I called them via hotline. Especially the first time I spoke.; only one teller always! I still don't know how to listen to those who renew atm cards. nakekeoam in linking the account with atm cards. always in a hurry but there are more breaks than calling the client.. I just don't know how to answer …; Seriously slow service.; Thanks Ella, for giving me a good service.
I will recommend BPI to my fellow Filipinos abroad.
Again, Thanks Ella. 💯 …; SO DISGUSTING! I REGRET THAT I ASSISTED THERE. IT'S LIKE THEIR CUSTOMER SERVICE THERE IS NOT HUMAN.; This branch is a good place. Too much hassle. It's not like this in other branches. You will always be forwarded to another branch. Over the counter withdrawal is not yet facilitated. Especially the retrieval of the stolen ATM card. Your branch is closed",ChIJOZboN0tWljMRxMmnnn_hWlY,https://www.google.com/maps/place/?q=place_id:ChIJOZboN0tWljMRxMmnnn_hWlY
BPI South Spmkt Malolos ATM,ATM,OPERATIONAL,Malolos,Bulacan,Central Luzon,"South Spmkt Malolos, Bulihan, Malolos, Bulacan, Malolos, Bulacan, Philippines",14.8692502,120.8028307,5,1,No recent reviews,ChIJPx1gQV9RljMRpXO5iFBYDLY,https://www.google.com/maps/place/?q=place_id:ChIJPx1gQV9RljMRpXO5iFBYDLY
BPI Apalit Branch ATM,ATM,OPERATIONAL,Apalit,Pampanga,Central Luzon,"CDD Building, McArthur Highway, Apalit, Pampanga, Philippines",14.950909,120.7586278,3,1,Road name and landmark are not that clear.hope to see more precise info.,ChIJU5HxN0tWljMRgasqdJacT2c,https://www.google.com/maps/place/?q=place_id:ChIJU5HxN0tWljMRgasqdJacT2c
Banko Calumpit,Bank,OPERATIONAL,Calumpit,Bulacan,Central Luzon,"WQ78+2JP, MacArthur Hwy, Calumpit, 3003 Bulacan, Philippines",14.9125727,120.7665762,,,No reviews found,ChIJceCugudWljMRpeTsM7Ptmus,https://www.google.com/maps/place/?q=place_id:ChIJceCugudWljMRpeTsM7Ptmus
BPI Nestle Pulilan ATM,ATM,OPERATIONAL,Pulilan,Bulacan,Central Luzon,"National Road., Brgy. Tibay, Pulilan, Bulacan, Pulilan, Bulacan, Philippines",14.90846,120.8235,,,No reviews found,ChIJbZsz0j5UljMRSrOdv89SO1w,https://www.google.com/maps/place/?q=place_id:ChIJbZsz0j5UljMRSrOdv89SO1w
BPI Malabon Panghulo Branch,Bank,OPERATIONAL,Malabon,NCR,NCR,"167 Marcelo H. Del Pilar St, Malabon, 1478 Metro Manila, Philippines",14.6873335,120.9571203,2.3,11,"30 mins waiting and then they just say there is no officer for the bank cert. The guard knows there is no officer and they only have one manager, then doesn't tell you right away. Waste of time. Recommended a branch that is the same but …; The duration of the service. There is still a story ahead.; The customer service na mejo matanda is very rude, mayabang and not helpful. I provided all of my ID then she is still looking for more!! I am hoping that management will take action on this. Never again to this bank.; Understaffed, very slow service. Just deposit, it will take you two hours. Useless management; Improve process of transaction too much time waiting; Super slow service. We are just claiming an ATM card, and we waited for an hour.",ChIJk5RNpkC0lzMRYfsmrTXK3so,https://www.google.com/maps/place/?q=place_id:ChIJk5RNpkC0lzMRYfsmrTXK3so
